img_path,y
data_train/stixels/366.png,262
data_train/stixels/368.png,216
data_train/stixels/369.png,236
data_train/stixels/370.png,232
data_train/stixels/371.png,230
data_train/stixels/372.png,226
data_train/stixels/373.png,221
data_train/stixels/374.png,217
data_train/stixels/377.png,186
data_train/stixels/385.png,196
data_train/stixels/391.png,318
data_train/stixels/392.png,326
data_train/stixels/393.png,328
data_train/stixels/409.png,248
data_train/stixels/410.png,251
data_train/stixels/411.png,245
data_train/stixels/412.png,235
data_train/stixels/413.png,242
data_train/stixels/414.png,238
data_train/stixels/415.png,238
data_train/stixels/416.png,259
data_train/stixels/417.png,257
data_train/stixels/418.png,255
data_train/stixels/419.png,246
data_train/stixels/420.png,244
data_train/stixels/421.png,236
data_train/stixels/422.png,231
data_train/stixels/423.png,226
data_train/stixels/424.png,192
data_train/stixels/425.png,219
data_train/stixels/426.png,218
data_train/stixels/427.png,217
data_train/stixels/428.png,214
data_train/stixels/429.png,213
data_train/stixels/430.png,213
data_train/stixels/432.png,185
data_train/stixels/442.png,235
data_train/stixels/443.png,243
data_train/stixels/460.png,303
data_train/stixels/461.png,297
data_train/stixels/462.png,191
data_train/stixels/463.png,279
data_train/stixels/464.png,278
data_train/stixels/465.png,275
data_train/stixels/466.png,260
data_train/stixels/467.png,259
data_train/stixels/468.png,257
data_train/stixels/469.png,251
data_train/stixels/470.png,246
data_train/stixels/471.png,207
data_train/stixels/472.png,225
data_train/stixels/473.png,226
data_train/stixels/474.png,219
data_train/stixels/475.png,186
data_train/stixels/476.png,209
data_train/stixels/477.png,207
data_train/stixels/499.png,236
data_train/stixels/500.png,237
data_train/stixels/501.png,238
data_train/stixels/502.png,243
data_train/stixels/505.png,236
data_train/stixels/506.png,241
data_train/stixels/507.png,233
data_train/stixels/511.png,294
data_train/stixels/512.png,293
data_train/stixels/513.png,285
data_train/stixels/514.png,279
data_train/stixels/515.png,281
data_train/stixels/516.png,276
data_train/stixels/517.png,224
data_train/stixels/518.png,218
data_train/stixels/519.png,218
data_train/stixels/524.png,219
data_train/stixels/525.png,218
data_train/stixels/526.png,218
data_train/stixels/527.png,213
data_train/stixels/533.png,203
data_train/stixels/534.png,205
data_train/stixels/535.png,205
data_train/stixels/536.png,190
data_train/stixels/538.png,185
data_train/stixels/562.png,232
data_train/stixels/563.png,232
data_train/stixels/564.png,231
data_train/stixels/565.png,230
data_train/stixels/566.png,229
data_train/stixels/573.png,229
data_train/stixels/574.png,228
data_train/stixels/575.png,226
data_train/stixels/576.png,222
data_train/stixels/579.png,196
data_train/stixels/580.png,196
data_train/stixels/585.png,205
data_train/stixels/586.png,205
data_train/stixels/587.png,190
data_train/stixels/588.png,185
data_train/stixels/589.png,185
data_train/stixels/620.png,243
data_train/stixels/621.png,244
data_train/stixels/622.png,243
data_train/stixels/623.png,242
data_train/stixels/624.png,236
data_train/stixels/625.png,231
data_train/stixels/630.png,196
data_train/stixels/639.png,185
data_train/stixels/666.png,271
data_train/stixels/667.png,270
data_train/stixels/668.png,268
data_train/stixels/669.png,267
data_train/stixels/670.png,264
data_train/stixels/671.png,255
data_train/stixels/672.png,253
data_train/stixels/673.png,251
data_train/stixels/689.png,193
data_train/stixels/690.png,185
data_train/stixels/715.png,289
data_train/stixels/716.png,287
data_train/stixels/717.png,281
data_train/stixels/718.png,244
data_train/stixels/719.png,281
data_train/stixels/720.png,262
data_train/stixels/733.png,195
data_train/stixels/741.png,190
data_train/stixels/745.png,189
data_train/stixels/746.png,253
data_train/stixels/747.png,257
data_train/stixels/748.png,268
data_train/stixels/749.png,261
data_train/stixels/750.png,261
data_train/stixels/751.png,262
data_train/stixels/752.png,263
data_train/stixels/753.png,264
data_train/stixels/754.png,265
data_train/stixels/755.png,270
data_train/stixels/756.png,271
data_train/stixels/757.png,264
data_train/stixels/762.png,202
data_train/stixels/763.png,202
data_train/stixels/771.png,254
data_train/stixels/772.png,250
data_train/stixels/773.png,253
data_train/stixels/774.png,252
data_train/stixels/775.png,251
data_train/stixels/776.png,253
data_train/stixels/777.png,248
data_train/stixels/778.png,243
data_train/stixels/781.png,303
data_train/stixels/783.png,195
data_train/stixels/798.png,190
data_train/stixels/799.png,190
data_train/stixels/801.png,192
data_train/stixels/802.png,195
data_train/stixels/803.png,209
data_train/stixels/805.png,210
data_train/stixels/806.png,217
data_train/stixels/811.png,253
data_train/stixels/812.png,263
data_train/stixels/813.png,261
data_train/stixels/814.png,275
data_train/stixels/815.png,275
data_train/stixels/817.png,252
data_train/stixels/820.png,238
data_train/stixels/821.png,238
data_train/stixels/826.png,286
data_train/stixels/827.png,288
data_train/stixels/828.png,295
data_train/stixels/829.png,285
data_train/stixels/834.png,183
data_train/stixels/835.png,267
data_train/stixels/843.png,193
data_train/stixels/847.png,189
data_train/stixels/848.png,189
data_train/stixels/849.png,190
data_train/stixels/850.png,190
data_train/stixels/852.png,192
data_train/stixels/853.png,193
data_train/stixels/854.png,209
data_train/stixels/856.png,210
data_train/stixels/857.png,217
data_train/stixels/858.png,197
data_train/stixels/864.png,202
data_train/stixels/865.png,202
data_train/stixels/870.png,320
data_train/stixels/871.png,326
data_train/stixels/872.png,324
data_train/stixels/873.png,306
data_train/stixels/875.png,235
data_train/stixels/879.png,198
data_train/stixels/883.png,303
data_train/stixels/898.png,189
data_train/stixels/899.png,189
data_train/stixels/900.png,190
data_train/stixels/901.png,190
data_train/stixels/903.png,192
data_train/stixels/904.png,192
data_train/stixels/905.png,209
data_train/stixels/906.png,197
data_train/stixels/907.png,210
data_train/stixels/908.png,217
data_train/stixels/909.png,197
data_train/stixels/925.png,241
data_train/stixels/933.png,201
data_train/stixels/934.png,200
data_train/stixels/935.png,197
data_train/stixels/936.png,196
data_train/stixels/937.png,187
data_train/stixels/944.png,185
data_train/stixels/946.png,186
data_train/stixels/947.png,188
data_train/stixels/975.png,213
data_train/stixels/976.png,212
data_train/stixels/977.png,210
data_train/stixels/985.png,206
data_train/stixels/986.png,193
data_train/stixels/987.png,183
data_train/stixels/995.png,183
data_train/stixels/1022.png,215
data_train/stixels/1023.png,218
data_train/stixels/1024.png,218
data_train/stixels/1025.png,217
data_train/stixels/1026.png,216
data_train/stixels/1038.png,192
data_train/stixels/1075.png,221
data_train/stixels/1076.png,221
data_train/stixels/1077.png,220
data_train/stixels/1078.png,236
data_train/stixels/1080.png,231
data_train/stixels/1088.png,195
data_train/stixels/1089.png,192
data_train/stixels/1090.png,183
data_train/stixels/1148.png,205
data_train/stixels/1149.png,205
data_train/stixels/1150.png,208
data_train/stixels/1151.png,212
data_train/stixels/1153.png,235
data_train/stixels/1154.png,235
data_train/stixels/1156.png,227
data_train/stixels/1160.png,236
data_train/stixels/1163.png,242
data_train/stixels/1164.png,247
data_train/stixels/1198.png,202
data_train/stixels/1199.png,205
data_train/stixels/1200.png,208
data_train/stixels/1201.png,212
data_train/stixels/1206.png,230
data_train/stixels/1207.png,230
data_train/stixels/1211.png,249
data_train/stixels/1212.png,250
data_train/stixels/1213.png,250
data_train/stixels/1248.png,201
data_train/stixels/1249.png,205
data_train/stixels/1250.png,205
data_train/stixels/1251.png,208
data_train/stixels/1252.png,215
data_train/stixels/1253.png,219
data_train/stixels/1254.png,222
data_train/stixels/1258.png,238
data_train/stixels/1259.png,239
data_train/stixels/1260.png,243
data_train/stixels/1262.png,253
data_train/stixels/1264.png,259
data_train/stixels/1265.png,268
data_train/stixels/1266.png,270
data_train/stixels/1267.png,275
data_train/stixels/1268.png,277
data_train/stixels/1273.png,321
data_train/stixels/1274.png,322
data_train/stixels/1299.png,202
data_train/stixels/1300.png,202
data_train/stixels/1301.png,208
data_train/stixels/1304.png,219
data_train/stixels/1306.png,226
data_train/stixels/1308.png,276
data_train/stixels/1309.png,277
data_train/stixels/1310.png,243
data_train/stixels/1311.png,244
data_train/stixels/1312.png,248
data_train/stixels/1313.png,252
data_train/stixels/1314.png,258
data_train/stixels/1315.png,259
data_train/stixels/1320.png,281
data_train/stixels/1321.png,282
data_train/stixels/1322.png,289
data_train/stixels/1323.png,290
data_train/stixels/1324.png,292
data_train/stixels/1336.png,260
data_train/stixels/1337.png,258
data_train/stixels/1338.png,253
data_train/stixels/1339.png,252
data_train/stixels/1341.png,238
data_train/stixels/1342.png,232
data_train/stixels/1343.png,290
data_train/stixels/1344.png,288
data_train/stixels/1345.png,287
data_train/stixels/1346.png,287
data_train/stixels/1347.png,285
data_train/stixels/1348.png,265
data_train/stixels/1352.png,205
data_train/stixels/1355.png,219
data_train/stixels/1360.png,242
data_train/stixels/1361.png,243
data_train/stixels/1362.png,248
data_train/stixels/1363.png,252
data_train/stixels/1364.png,314
data_train/stixels/1365.png,323
data_train/stixels/1367.png,276
data_train/stixels/1368.png,282
data_train/stixels/1369.png,283
data_train/stixels/1370.png,284
data_train/stixels/1371.png,286
data_train/stixels/1372.png,298
data_train/stixels/1374.png,302
data_train/stixels/1375.png,302
data_train/stixels/1376.png,312
data_train/stixels/1396.png,320
data_train/stixels/1397.png,311
data_train/stixels/1404.png,213
data_train/stixels/1405.png,222
data_train/stixels/1406.png,227
data_train/stixels/1407.png,227
data_train/stixels/1408.png,235
data_train/stixels/1410.png,248
data_train/stixels/1411.png,252
data_train/stixels/1412.png,256
data_train/stixels/1413.png,259
data_train/stixels/1414.png,266
data_train/stixels/1415.png,274
data_train/stixels/1416.png,280
data_train/stixels/1417.png,281
data_train/stixels/1418.png,281
data_train/stixels/1419.png,292
data_train/stixels/1420.png,295
data_train/stixels/1421.png,303
data_train/stixels/1422.png,309
data_train/stixels/1423.png,205
data_train/stixels/1435.png,277
data_train/stixels/1436.png,274
data_train/stixels/1437.png,252
data_train/stixels/1438.png,251
data_train/stixels/1439.png,246
data_train/stixels/1440.png,237
data_train/stixels/1441.png,228
data_train/stixels/1442.png,220
data_train/stixels/1450.png,211
data_train/stixels/1451.png,214
data_train/stixels/1452.png,214
data_train/stixels/1453.png,191
data_train/stixels/1454.png,197
data_train/stixels/1455.png,232
data_train/stixels/1456.png,232
data_train/stixels/1457.png,219
data_train/stixels/1458.png,231
data_train/stixels/1459.png,227
data_train/stixels/1461.png,243
data_train/stixels/1462.png,248
data_train/stixels/1463.png,256
data_train/stixels/1464.png,259
data_train/stixels/1465.png,266
data_train/stixels/1466.png,274
data_train/stixels/1467.png,280
data_train/stixels/1468.png,280
data_train/stixels/1470.png,301
data_train/stixels/1471.png,302
data_train/stixels/1472.png,310
data_train/stixels/1473.png,312
data_train/stixels/1474.png,319
data_train/stixels/1484.png,299
data_train/stixels/1485.png,298
data_train/stixels/1486.png,272
data_train/stixels/1487.png,267
data_train/stixels/1488.png,237
data_train/stixels/1489.png,237
data_train/stixels/1490.png,237
data_train/stixels/1491.png,235
data_train/stixels/1492.png,226
data_train/stixels/1493.png,221
data_train/stixels/1494.png,217
data_train/stixels/1495.png,204
data_train/stixels/1499.png,182
data_train/stixels/1500.png,183
data_train/stixels/1501.png,185
data_train/stixels/1502.png,185
data_train/stixels/1503.png,185
data_train/stixels/1504.png,197
data_train/stixels/1505.png,203
data_train/stixels/1506.png,203
data_train/stixels/1507.png,227
data_train/stixels/1508.png,233
data_train/stixels/1509.png,230
data_train/stixels/1510.png,230
data_train/stixels/1511.png,226
data_train/stixels/1512.png,243
data_train/stixels/1513.png,248
data_train/stixels/1514.png,225
data_train/stixels/1515.png,265
data_train/stixels/1516.png,270
data_train/stixels/1517.png,275
data_train/stixels/1518.png,280
data_train/stixels/1519.png,290
data_train/stixels/1521.png,301
data_train/stixels/1522.png,309
data_train/stixels/1523.png,317
data_train/stixels/1524.png,317
data_train/stixels/1556.png,190
data_train/stixels/1557.png,193
data_train/stixels/1558.png,202
data_train/stixels/1559.png,207
data_train/stixels/1563.png,243
data_train/stixels/1564.png,248
data_train/stixels/1565.png,256
data_train/stixels/1566.png,258
data_train/stixels/1567.png,267
data_train/stixels/1568.png,275
data_train/stixels/1569.png,280
data_train/stixels/1570.png,290
data_train/stixels/1571.png,300
data_train/stixels/1572.png,307
data_train/stixels/1573.png,315
data_train/stixels/1574.png,318
data_train/stixels/1575.png,326
data_train/stixels/1576.png,327
data_train/stixels/1607.png,193
data_train/stixels/1608.png,194
data_train/stixels/1609.png,204
data_train/stixels/1610.png,212
data_train/stixels/1613.png,235
data_train/stixels/1614.png,240
data_train/stixels/1615.png,252
data_train/stixels/1616.png,252
data_train/stixels/1617.png,254
data_train/stixels/1618.png,274
data_train/stixels/1619.png,280
data_train/stixels/1620.png,289
data_train/stixels/1621.png,290
data_train/stixels/1623.png,313
data_train/stixels/1624.png,316
data_train/stixels/1625.png,317
data_train/stixels/1659.png,197
data_train/stixels/1660.png,205
data_train/stixels/1661.png,208
data_train/stixels/1662.png,213
data_train/stixels/1663.png,223
data_train/stixels/1664.png,231
data_train/stixels/1665.png,236
data_train/stixels/1666.png,248
data_train/stixels/1667.png,252
data_train/stixels/1668.png,260
data_train/stixels/1669.png,267
data_train/stixels/1670.png,275
data_train/stixels/1675.png,295
data_train/stixels/1710.png,193
data_train/stixels/1711.png,197
data_train/stixels/1712.png,205
data_train/stixels/1713.png,205
data_train/stixels/1714.png,215
data_train/stixels/1716.png,234
data_train/stixels/1717.png,239
data_train/stixels/1718.png,244
data_train/stixels/1719.png,252
data_train/stixels/1720.png,260
data_train/stixels/1721.png,271
data_train/stixels/1722.png,276
data_train/stixels/1723.png,281
data_train/stixels/1724.png,291
data_train/stixels/1725.png,301
data_train/stixels/1726.png,309
data_train/stixels/1727.png,316
data_train/stixels/1728.png,317
data_train/stixels/1752.png,196
data_train/stixels/1762.png,204
data_train/stixels/1763.png,212
data_train/stixels/1764.png,213
data_train/stixels/1767.png,236
data_train/stixels/1768.png,244
data_train/stixels/1769.png,249
data_train/stixels/1770.png,257
data_train/stixels/1771.png,274
data_train/stixels/1772.png,272
data_train/stixels/1773.png,281
data_train/stixels/1774.png,281
data_train/stixels/1775.png,291
data_train/stixels/1776.png,301
data_train/stixels/1777.png,310
data_train/stixels/1778.png,317
data_train/stixels/1779.png,319
data_train/stixels/1780.png,327
data_train/stixels/1811.png,195
data_train/stixels/1812.png,197
data_train/stixels/1813.png,201
data_train/stixels/1814.png,212
data_train/stixels/1817.png,216
data_train/stixels/1818.png,240
data_train/stixels/1819.png,244
data_train/stixels/1820.png,249
data_train/stixels/1821.png,257
data_train/stixels/1822.png,266
data_train/stixels/1823.png,271
data_train/stixels/1824.png,281
data_train/stixels/1825.png,281
data_train/stixels/1826.png,291
data_train/stixels/1827.png,301
data_train/stixels/1828.png,310
data_train/stixels/1829.png,310
data_train/stixels/1851.png,192
data_train/stixels/1855.png,232
data_train/stixels/1856.png,235
data_train/stixels/1857.png,234
data_train/stixels/1858.png,231
data_train/stixels/1861.png,192
data_train/stixels/1862.png,195
data_train/stixels/1863.png,198
data_train/stixels/1864.png,204
data_train/stixels/1865.png,212
data_train/stixels/1866.png,215
data_train/stixels/1867.png,223
data_train/stixels/1868.png,235
data_train/stixels/1869.png,239
data_train/stixels/1871.png,228
data_train/stixels/1872.png,229
data_train/stixels/1873.png,229
data_train/stixels/1874.png,279
data_train/stixels/1875.png,281
data_train/stixels/1876.png,281
data_train/stixels/1878.png,301
data_train/stixels/1879.png,309
data_train/stixels/1880.png,317
data_train/stixels/1881.png,318
data_train/stixels/1904.png,296
data_train/stixels/1905.png,295
data_train/stixels/1908.png,192
data_train/stixels/1913.png,194
data_train/stixels/1916.png,209
data_train/stixels/1917.png,220
data_train/stixels/1918.png,227
data_train/stixels/1919.png,235
data_train/stixels/1920.png,243
data_train/stixels/1921.png,249
data_train/stixels/1922.png,256
data_train/stixels/1923.png,265
data_train/stixels/1924.png,273
data_train/stixels/1925.png,279
data_train/stixels/1926.png,289
data_train/stixels/1927.png,289
data_train/stixels/1928.png,283
data_train/stixels/1929.png,250
data_train/stixels/1930.png,251
data_train/stixels/1931.png,252
data_train/stixels/1932.png,257
data_train/stixels/1933.png,243
data_train/stixels/1934.png,244
data_train/stixels/1935.png,245
data_train/stixels/1936.png,246
data_train/stixels/1937.png,247
data_train/stixels/1944.png,211
data_train/stixels/1945.png,215
data_train/stixels/1946.png,205
data_train/stixels/1950.png,266
data_train/stixels/1951.png,262
data_train/stixels/1952.png,273
data_train/stixels/1953.png,272
data_train/stixels/1954.png,271
data_train/stixels/1955.png,270
data_train/stixels/1956.png,268
data_train/stixels/1959.png,217
data_train/stixels/1960.png,217
data_train/stixels/1961.png,217
data_train/stixels/1962.png,221
data_train/stixels/1963.png,221
data_train/stixels/1964.png,223
data_train/stixels/1965.png,227
data_train/stixels/1966.png,227
data_train/stixels/1967.png,227
data_train/stixels/1968.png,227
data_train/stixels/1969.png,226
data_train/stixels/1975.png,232
data_train/stixels/1976.png,232
data_train/stixels/1977.png,233
data_train/stixels/1978.png,233
data_train/stixels/1985.png,260
data_train/stixels/1986.png,259
data_train/stixels/1987.png,306
data_train/stixels/1988.png,306
data_train/stixels/1997.png,200
data_train/stixels/1998.png,195
data_train/stixels/1999.png,198
data_train/stixels/2000.png,198
data_train/stixels/2001.png,247
data_train/stixels/2002.png,260
data_train/stixels/2003.png,255
data_train/stixels/2004.png,253
data_train/stixels/2005.png,252
data_train/stixels/2006.png,256
data_train/stixels/2012.png,210
data_train/stixels/2013.png,211
data_train/stixels/2014.png,211
data_train/stixels/2015.png,211
data_train/stixels/2016.png,214
data_train/stixels/2017.png,213
data_train/stixels/2018.png,218
data_train/stixels/2019.png,221
data_train/stixels/2020.png,225
data_train/stixels/2021.png,222
data_train/stixels/2022.png,222
data_train/stixels/2023.png,331
data_train/stixels/2024.png,331
data_train/stixels/2031.png,229
data_train/stixels/2032.png,229
data_train/stixels/2035.png,232
data_train/stixels/2038.png,228
data_train/stixels/2047.png,203
data_train/stixels/2048.png,209
data_train/stixels/2049.png,217
data_train/stixels/2050.png,208
data_train/stixels/2051.png,204
data_train/stixels/2052.png,249
data_train/stixels/2053.png,274
data_train/stixels/2054.png,256
data_train/stixels/2055.png,255
data_train/stixels/2056.png,254
data_train/stixels/2057.png,253
data_train/stixels/2065.png,223
data_train/stixels/2066.png,223
data_train/stixels/2067.png,223
data_train/stixels/2068.png,224
data_train/stixels/2069.png,226
data_train/stixels/2070.png,226
data_train/stixels/2071.png,234
data_train/stixels/2072.png,234
data_train/stixels/2078.png,270
data_train/stixels/2079.png,274
data_train/stixels/2089.png,255
data_train/stixels/2094.png,313
data_train/stixels/2098.png,223
data_train/stixels/2102.png,244
data_train/stixels/2103.png,242
data_train/stixels/2104.png,255
data_train/stixels/2105.png,247
data_train/stixels/2106.png,246
data_train/stixels/2107.png,249
data_train/stixels/2117.png,233
data_train/stixels/2118.png,218
data_train/stixels/2119.png,221
data_train/stixels/2120.png,222
data_train/stixels/2121.png,222
data_train/stixels/2122.png,221
data_train/stixels/2123.png,225
data_train/stixels/2128.png,240
data_train/stixels/2129.png,240
data_train/stixels/2130.png,240
data_train/stixels/2131.png,241
data_train/stixels/2132.png,241
data_train/stixels/2135.png,244
data_train/stixels/2136.png,244
data_train/stixels/2149.png,230
data_train/stixels/2150.png,225
data_train/stixels/2154.png,260
data_train/stixels/2155.png,267
data_train/stixels/2156.png,262
data_train/stixels/2157.png,263
data_train/stixels/2158.png,266
data_train/stixels/2159.png,256
data_train/stixels/2160.png,252
data_train/stixels/2161.png,262
data_train/stixels/2162.png,241
data_train/stixels/2163.png,226
data_train/stixels/2164.png,211
data_train/stixels/2165.png,308
data_train/stixels/2166.png,302
data_train/stixels/2167.png,302
data_train/stixels/2168.png,302
data_train/stixels/2169.png,302
data_train/stixels/2170.png,308
data_train/stixels/2171.png,239
data_train/stixels/2172.png,240
data_train/stixels/2173.png,243
data_train/stixels/2174.png,269
data_train/stixels/2175.png,292
data_train/stixels/2176.png,299
data_train/stixels/2177.png,299
data_train/stixels/2178.png,320
data_train/stixels/2179.png,329
data_train/stixels/2180.png,259
data_train/stixels/2181.png,263
data_train/stixels/2182.png,263
data_train/stixels/2183.png,270
data_train/stixels/2184.png,271
data_train/stixels/2185.png,264
data_train/stixels/2186.png,265
data_train/stixels/2187.png,265
data_train/stixels/2188.png,265
data_train/stixels/2191.png,271
data_train/stixels/2192.png,271
data_train/stixels/2200.png,211
data_train/stixels/2201.png,210
data_train/stixels/2202.png,209
data_train/stixels/2203.png,208
data_train/stixels/2205.png,211
data_train/stixels/2206.png,252
data_train/stixels/2207.png,247
data_train/stixels/2208.png,246
data_train/stixels/2209.png,246
data_train/stixels/2210.png,261
data_train/stixels/2211.png,274
data_train/stixels/2212.png,247
data_train/stixels/2213.png,250
data_train/stixels/2214.png,226
data_train/stixels/2215.png,215
data_train/stixels/2216.png,317
data_train/stixels/2217.png,308
data_train/stixels/2218.png,308
data_train/stixels/2219.png,308
data_train/stixels/2220.png,308
data_train/stixels/2221.png,308
data_train/stixels/2222.png,215
data_train/stixels/2223.png,214
data_train/stixels/2224.png,330
data_train/stixels/2225.png,264
data_train/stixels/2226.png,285
data_train/stixels/2227.png,235
data_train/stixels/2228.png,309
data_train/stixels/2229.png,240
data_train/stixels/2230.png,242
data_train/stixels/2231.png,249
data_train/stixels/2232.png,250
data_train/stixels/2233.png,250
data_train/stixels/2235.png,261
data_train/stixels/2236.png,262
data_train/stixels/2237.png,266
data_train/stixels/2238.png,265
data_train/stixels/2239.png,268
data_train/stixels/2240.png,276
data_train/stixels/2241.png,278
data_train/stixels/2242.png,273
data_train/stixels/2243.png,274
data_train/stixels/2251.png,211
data_train/stixels/2252.png,213
data_train/stixels/2253.png,209
data_train/stixels/2254.png,213
data_train/stixels/2255.png,208
data_train/stixels/2256.png,202
data_train/stixels/2258.png,244
data_train/stixels/2259.png,242
data_train/stixels/2260.png,241
data_train/stixels/2261.png,243
data_train/stixels/2262.png,204
data_train/stixels/2272.png,322
data_train/stixels/2273.png,316
data_train/stixels/2279.png,238
data_train/stixels/2280.png,238
data_train/stixels/2281.png,239
data_train/stixels/2283.png,245
data_train/stixels/2284.png,245
data_train/stixels/2286.png,251
data_train/stixels/2287.png,253
data_train/stixels/2288.png,261
data_train/stixels/2289.png,262
data_train/stixels/2290.png,263
data_train/stixels/2291.png,266
data_train/stixels/2303.png,209
data_train/stixels/2305.png,207
data_train/stixels/2306.png,204
data_train/stixels/2307.png,201
data_train/stixels/2308.png,201
data_train/stixels/2309.png,202
data_train/stixels/2310.png,205
data_train/stixels/2311.png,239
data_train/stixels/2312.png,232
data_train/stixels/2313.png,231
data_train/stixels/2314.png,227
data_train/stixels/2321.png,314
data_train/stixels/2322.png,307
data_train/stixels/2331.png,229
data_train/stixels/2336.png,244
data_train/stixels/2340.png,253
data_train/stixels/2341.png,254
data_train/stixels/2343.png,266
data_train/stixels/2344.png,266
data_train/stixels/2345.png,267
data_train/stixels/2353.png,219
data_train/stixels/2354.png,227
data_train/stixels/2355.png,223
data_train/stixels/2358.png,215
data_train/stixels/2359.png,212
data_train/stixels/2361.png,209
data_train/stixels/2362.png,210
data_train/stixels/2363.png,213
data_train/stixels/2365.png,238
data_train/stixels/2366.png,235
data_train/stixels/2367.png,237
data_train/stixels/2368.png,230
data_train/stixels/2371.png,320
data_train/stixels/2372.png,321
data_train/stixels/2382.png,238
data_train/stixels/2383.png,238
data_train/stixels/2384.png,243
data_train/stixels/2386.png,244
data_train/stixels/2387.png,245
data_train/stixels/2389.png,308
data_train/stixels/2390.png,309
data_train/stixels/2391.png,311
data_train/stixels/2392.png,311
data_train/stixels/2393.png,264
data_train/stixels/2394.png,265
data_train/stixels/2395.png,267
data_train/stixels/2396.png,270
data_train/stixels/2404.png,219
data_train/stixels/2405.png,219
data_train/stixels/2406.png,222
data_train/stixels/2407.png,222
data_train/stixels/2411.png,218
data_train/stixels/2412.png,218
data_train/stixels/2413.png,214
data_train/stixels/2414.png,212
data_train/stixels/2415.png,204
data_train/stixels/2419.png,234
